http://esf1.fang.com/	北京	北京
http://esf.sh.fang.com/	上海	上海
http://esf.tj.fang.com/	天津	天津
http://esf.cq.fang.com/	重庆	重庆
http://esf.bd.fang.com	河北	保定
http://esf.hs.fang.com	河北	衡水
http://esf.lf.fang.com	河北	廊坊
http://esf.qhd.fang.com	河北	秦皇岛
http://esf.sjz.fang.com	河北	石家庄
http://esf.ts.fang.com	河北	唐山
http://esf.xingtai.fang.com	河北	邢台
http://esf.zhangjiakou.fang.com	河北	张家口
http://esf.chengde.fang.com	河北	承德
http://esf.cangzhou.fang.com	河北	沧州
http://esf.hd.fang.com	河北	邯郸
http://esf.taiyuan.fang.com	山西	太原
http://esf.datong.fang.com	山西	大同
http://esf.yangquan.fang.com	山西	阳泉
http://esf.changzhi.fang.com	山西	长治
http://esf.shuozhou.fang.com	山西	朔州
http://esf.jinzhong.fang.com	山西	晋中
http://esf.xinzhou.fang.com	山西	忻州
http://esf.linfen.fang.com	山西	临汾
http://esf.lvliang.fang.com	山西	吕梁
http://esf.yuncheng.fang.com	山西	运城
http://esf.jc.fang.com	山西	晋城
http://esf.dl.fang.com	辽宁	大连
http://esf.sy.fang.com	辽宁	沈阳
http://esf.anshan.fang.com	辽宁	鞍山
http://esf.fushun.fang.com	辽宁	抚顺
http://esf.benxi.fang.com	辽宁	本溪
http://esf.dandong.fang.com	辽宁	丹东
http://esf.jinzhou.fang.com	辽宁	锦州
http://esf.fuxin.fang.com	辽宁	阜新
http://esf.liaoyang.fang.com	辽宁	辽阳
http://esf.panjin.fang.com	辽宁	盘锦
http://esf.tieling.fang.com	辽宁	铁岭
http://esf.chaoyang.fang.com	辽宁	朝阳
http://esf.huludao.fang.com	辽宁	葫芦岛
http://esf.yk.fang.com	辽宁	营口
http://esf.changchun.fang.com	吉林	长春
http://esf.jl.fang.com	吉林	吉林
http://esf.siping.fang.com	吉林	四平
http://esf.liaoyuan.fang.com	吉林	辽源
http://esf.tonghua.fang.com	吉林	通化
http://esf.baishan.fang.com	吉林	白山
http://esf.songyuan.fang.com	吉林	松原
http://esf.baicheng.fang.com	吉林	白城
http://esf.hrb.fang.com	黑龙江	哈尔滨
http://esf.qiqihaer.fang.com	黑龙江	齐齐哈尔
http://esf.jixi.fang.com	黑龙江	鸡西
http://esf.hegang.fang.com	黑龙江	鹤岗
http://esf.shuangyashan.fang.com	黑龙江	双鸭山
http://esf.hljyichun.fang.com	黑龙江	伊春
http://esf.jiamusi.fang.com	黑龙江	佳木斯
http://esf.qitaihe.fang.com	黑龙江	七台河
http://esf.mudanjiang.fang.com	黑龙江	牡丹江
http://esf.heihe.fang.com	黑龙江	黑河
http://esf.suihua.fang.com	黑龙江	绥化
http://esf.dg.fang.com	广东	东莞
http://esf.fs.fang.com	广东	佛山
http://esf.gz.fang.com	广东	广州
http://esf.huizhou.fang.com	广东	惠州
http://esf.jm.fang.com	广东	江门
http://esf.sz.fang.com	广东	深圳
http://esf.zs.fang.com	广东	中山
http://esf.zh.fang.com	广东	珠海
http://esf.shaoguan.fang.com	广东	韶关
http://esf.shanwei.fang.com	广东	汕尾
http://esf.heyuan.fang.com	广东	河源
http://esf.chaozhou.fang.com	广东	潮州
http://esf.jieyang.fang.com	广东	揭阳
http://esf.yunfu.fang.com	广东	云浮
http://esf.maoming.fang.com	广东	茂名
http://esf.meizhou.fang.com	广东	梅州
http://esf.qingyuan.fang.com	广东	清远
http://esf.st.fang.com	广东	汕头
http://esf.yangjiang.fang.com	广东	阳江
http://esf.zj.fang.com	广东	湛江
http://esf.zhaoqing.fang.com	广东	肇庆
http://esf.hf.fang.com	安徽	合肥
http://esf.huainan.fang.com	安徽	淮南
http://esf.fuyang.fang.com	安徽	阜阳
http://esf.ahsuzhou.fang.com	安徽	宿州
http://esf.huaibei.fang.com	安徽	淮北
http://esf.tongling.fang.com	安徽	铜陵
http://esf.anqing.fang.com	安徽	安庆
http://esf.huangshan.fang.com	安徽	黄山
http://esf.chuzhou.fang.com	安徽	滁州
http://esf.mas.fang.com	安徽	马鞍山
http://esf.wuhu.fang.com	安徽	芜湖
http://esf.luan.fang.com	安徽	六安
http://esf.bozhou.fang.com	安徽	亳州
http://esf.chizhou.fang.com	安徽	池州
http://esf.xuancheng.fang.com	安徽	宣城
http://esf.bengbu.fang.com	安徽	蚌埠
http://esf.cd.fang.com	四川	成都
http://esf.suining.fang.com	四川	遂宁
http://esf.zigong.fang.com	四川	自贡
http://esf.panzhihua.fang.com	四川	攀枝花
http://esf.guangyuan.fang.com	四川	广元
http://esf.yibin.fang.com	四川	宜宾
http://esf.guangan.fang.com	四川	广安
http://esf.dazhou.fang.com	四川	达州
http://esf.yaan.fang.com	四川	雅安
http://esf.bazhong.fang.com	四川	巴中
http://esf.ziyang.fang.com	四川	资阳
